name,stat text raw,min_avg,max_avg
Hateforge,(120-150)% increased Armour,120,150
Hateforge,Vaal Attack Skills you Use yourself Cost Rage instead of requiring Souls,1,1
Hateforge,(25-10)% reduced Rage Cost of Skills,-25,-10
Hateforge,Socketed Gems are Supported by Level 30 Rage,30,30
Hateforge,You cannot gain Rage during Soul Gain Prevention,1,1
Haunting Memories,Suppressed Spell Damage taken bypasses Energy Shield,50,100
Haunting Memories,(50-100)% of Suppressed Spell Damage taken Recouped as Energy Shield,50,100
Haunting Memories,+(40-60) to maximum Life,40,60
Haunting Memories,+(40-60) to maximum Energy Shield,40,60
Haunting Memories,+(20-30) to Dexterity and Intelligence,20,30
Haunting Memories,+(16-24) to Dexterity and Intelligence,16,24
Haunting Memories,+(6-10)% chance to Suppress Spell Damage,6,10
Hazardous Research,(10-15)% increased Lightning Damage,10,15
Hazardous Research,"With at least 40 Intelligence in Radius, Spark fires Projectiles in a circle",601,601
Headhunter,(20-30)% increased Damage with Hits against Rare monsters,20,30
Headhunter,+(40-55) to Strength,40,55
Headhunter,+(25-40) to maximum Life,25,40
Headhunter,+(50-60) to maximum Life,50,60
Headhunter,+(40-55) to Dexterity,40,55
Headhunter,"When you Kill a Rare monster, you gain its Modifiers for 60 seconds",20000,20000
Heartbound Loop,350 Physical Damage taken on Minion Death,350,350
Heartbound Loop,Regenerate (10-15) Life per second,600,900
Heartbound Loop,(20-40)% increased Mana Regeneration Rate,20,40
Heartbound Loop,Minions have 10% increased Area of Effect,10,10
Heartbound Loop,Minions have 15% increased maximum Life,15,15
Heartbound Loop,+(15-25) to maximum Energy Shield,15,25
Heartbreaker,+(60-100) to maximum Mana,60,100
Heartbreaker,(40-80)% faster start of Energy Shield Recharge,40,80
Heartbreaker,Your Spells have Culling Strike,1,1
Heartbreaker,30% increased Global Critical Strike Chance,30,30
Heartbreaker,(60-70)% increased Spell Damage,60,70
Heatshiver,(80-100)% increased Evasion Rating,80,100
Heatshiver,+(20-30)% to Cold Resistance,20,30
Heatshiver,+(20-30)% to Fire Resistance,20,30
Heatshiver,60% increased Mana Regeneration Rate,60,60
Heatshiver,Gain 30% of Cold Damage as Extra Fire Damage against Frozen Enemies,30,30
Heatshiver,Gain 1% of Cold Damage as Extra Fire Damage per 1% Chill Effect on Enemy,1,1
Hegemony's Era,Adds (135-145) to (160-175) Physical Damage,148,160
Hegemony's Era,(12-16)% increased Attack Speed,12,16
Hegemony's Era,+25% Chance to Block Attack Damage while wielding a Staff,25,25
Hegemony's Era,+6% Chance to Block Attack Damage while wielding a Staff,6,6
Hegemony's Era,(10-20)% increased Critical Strike Chance,10,20
Hegemony's Era,10% chance to gain a Power Charge if you Knock an Enemy Back with Melee Damage,10,10
Hegemony's Era,+1 to Maximum Power Charges,1,1
Heretic's Veil,(90-110)% increased Evasion and Energy Shield,90,110
Heretic's Veil,+2 to Level of Socketed Curse Gems,2,2
Heretic's Veil,Socketed Curse Gems have 30% increased Reservation Efficiency,-30,-30
Heretic's Veil,Socketed Gems are Supported by Level 22 Blasphemy,22,22
Heretic's Veil,+(40-50) to maximum Energy Shield,40,50
Heroic Tragedy,,,
Hezmana's Bloodlust,Adds (7-10) to (15-25) Physical Damage,11,18
Hezmana's Bloodlust,40% increased Attack Speed if you've taken a Savage Hit Recently,40,40
Hezmana's Bloodlust,25% chance to Maim on Hit,25,25
Hezmana's Bloodlust,Attacks Cost Life instead of Mana,1,1
Hezmana's Bloodlust,(100-125)% increased Physical Damage,100,125
Hezmana's Bloodlust,1% of Physical Attack Damage Leeched as Life,100,100
Hiltless,Adds (90-115) to (230-260) Physical Damage,160,188
Hiltless,60% increased Global Accuracy Rating,60,60
Hiltless,+0.2 metres to Weapon Range,2,2
Hiltless,(40-50)% increased Critical Strike Chance,40,50
Hiltless,Socketed Gems are Supported by Level 1 Lifetap,1,1
Hiltless,Enemies you Attack Reflect 100 Physical Damage to you,100,100
Hinekora's Sight,+(600-1000) to Evasion Rating,600,1000
Hinekora's Sight,+(10-16) to all Attributes,10,16
Hinekora's Sight,Cannot be Blinded,1,1
Hinekora's Sight,+(600-1000) to Accuracy Rating,600,1000
Hinekora's Sight,Prevent +(4-6)% of Suppressed Spell Damage,4,6
Honoured Alliance,+(20-30) to maximum Life,20,30
Honoured Alliance,+(10-20) to all Attributes,10,20
Honoured Alliance,(30-50)% increased Mana Regeneration Rate,30,50
Honoured Alliance,(10-15)% of Damage taken Recouped as Life,10,15
Honoured Alliance,10% chance to Trigger Summon Spirit of Utula on Kill,10,10
Honoured Alliance,10% chance to Trigger Summon Spirit of Ahuana on Kill,10,10
Honoured Alliance,10% chance to Trigger Summon Spirit of Kaom on Kill,10,10
Honoured Alliance,10% chance to Trigger Summon Spirit of Rakiata on Kill,10,10
Honoured Alliance,10% chance to Trigger Summon Spirit of Ikiaho on Kill,10,10
Honoured Alliance,10% chance to Trigger Summon Spirit of Tawhanuku on Kill,10,10
Honoured Alliance,10% chance to Trigger Summon Spirit of Maata on Kill,10,10
Honoured Alliance,10% chance to Trigger Summon Spirit of Akoya on Kill,10,10
Honoured Alliance,10% chance to Trigger Summon Spirit of Kahuturoa on Kill,10,10
Honoured Alliance,10% chance to Trigger Summon Spirit of Kiloava on Kill,10,10
Honourhome,+2 to Level of Socketed Gems,2,2
Honourhome,(10-20)% increased Rarity of Items found,10,20
Honourhome,Adds 1 to 30 Lightning Damage to Spells and Attacks,16,16
Honourhome,(10-20)% reduced Mana Cost of Skills,10,20
Honourhome,(100-150)% increased Armour and Energy Shield,100,150
Hopeshredder,Adds (130-150) to (270-300) Cold Damage,200,225
Hopeshredder,12 to 14 Added Cold Damage per Frenzy Charge,13,13
Hopeshredder,200 Cold Damage taken per second per Frenzy Charge while moving,12000,12000
Hopeshredder,2% chance to Avoid Elemental Damage from Hits per Frenzy Charge,2,2
Hopeshredder,+(400-500) to Accuracy Rating&lt;br&gt;(15-25)% increased Attack Speed,208,263
Hopeshredder,4% increased Movement Speed per Frenzy Charge,4,4
Hopeshredder,0.5% of Attack Damage Leeched as Life per Frenzy Charge,50,50
Hotheaded,(10-20)% increased Movement Speed while Ignited,10,20
Hotheaded,(10-20)% increased Attack Speed while Ignited,10,20
Hotheaded,(10-20)% increased Cast Speed while Ignited,10,20
Howlcrack,(100-160)% increased Armour,100,160
Howlcrack,+(30-40) to Strength,30,40
Howlcrack,Non-Instant Warcries ignore their Cooldown when Used,1,1
Howlcrack,Warcry Skills have (15-25)% increased Area of Effect,15,25
Howlcrack,Warcries Cost +15% of Life,15,15
Hrimburn,Your Cold Damage can Ignite,1,1
Hrimburn,Adds (5-7) to (13-15) Cold Damage to Spells and Attacks,9,11
Hrimburn,+(40-50) to Evasion Rating,40,50
Hrimburn,+(20-30) to Strength,20,30
Hrimburn,+(20-30)% to Cold Resistance,20,30
Hrimburn,Reflects 100 Cold Damage to Melee Attackers,100,100
Hrimburn,100% of Physical Damage Converted to Cold Damage,100,100
Hrimnor's Dirge,Adds (10-20) to (30-40) Physical Damage,20,30
Hrimnor's Dirge,15% reduced Enemy Stun Threshold,15,15
Hrimnor's Dirge,+10 to Strength,10,10
Hrimnor's Dirge,Gain 50% of Physical Damage as Extra Cold Damage,50,50
Hrimnor's Dirge,(140-200)% increased Physical Damage,140,200
Hrimnor's Dirge,45% increased Stun Duration on Enemies,45,45
Hrimnor's Dirge,(40-50)% increased Stun Duration on Enemies,40,50
Hrimnor's Dirge,1% of Physical Attack Damage Leeched as Life,100,100
Hrimnor's Hymn,+10 to Strength,10,10
Hrimnor's Hymn,45% increased Stun Duration on Enemies,45,45
Hrimnor's Hymn,(40-50)% increased Stun Duration on Enemies,40,50
Hrimnor's Hymn,15% reduced Enemy Stun Threshold,15,15
Hrimnor's Hymn,1% of Physical Attack Damage Leeched as Life,100,100
Hrimnor's Hymn,(140-200)% increased Physical Damage,140,200
Hrimnor's Resolve,(100-120)% increased Armour,100,120
Hrimnor's Resolve,+30% to Cold Resistance,30,30
Hrimnor's Resolve,+(50-70) to maximum Life,50,70
Hrimnor's Resolve,(30-40)% increased Fire Damage,30,40
Hrimnor's Resolve,100% chance to Avoid being Chilled or Frozen if you have used a Fire Skill Recently,100,100
Hrimsorrow,+(20-30)% to Cold Resistance,20,30
Hrimsorrow,+(40-50) to Evasion Rating,40,50
Hrimsorrow,+(20-30) to Strength,20,30
Hrimsorrow,Reflects 100 Cold Damage to Melee Attackers,100,100
Hrimsorrow,100% of Physical Damage Converted to Cold Damage,100,100
Hyaon's Fury,(7-10)% increased Attack Speed,7,10
Hyaon's Fury,(15-20)% increased Lightning Damage per Frenzy Charge,15,20
Hyaon's Fury,Plays Wolf Call sound on Kill (Hidden),1,1
Hyaon's Fury,Adds 1 to (550-650) Lightning Damage,276,326
Hyaon's Fury,1% increased Damage taken per Frenzy Charge,1,1
Hyaon's Fury,40% increased Global Accuracy Rating,40,40
Hyaon's Fury,20 Life gained on Kill per Frenzy Charge,20,20
Hyperboreus,Focus has (30-50)% increased Cooldown Recovery Rate,30,50
Hyperboreus,of the Veil (suffix),2,15001
Hyperboreus,+(30-40)% to Cold Resistance,30,40
Hyperboreus,+(25-40) to maximum Life,25,40
Hyperboreus,(50-70)% increased Damage with Hits and Ailments against Chilled Enemies,50,70
Hyperboreus,"Chill nearby Enemies when you Focus, causing 30% reduced Action Speed",1,1
Hyrri's Bite,Adds 10 to 20 Cold Damage to Attacks,15,15
Hyrri's Bite,Gain (6-8) Life per Enemy Hit with Attacks,6,8
Hyrri's Bite,Gain (2-3) Life per Enemy Hit with Attacks,2,3
Hyrri's Bite,+(15-25) to Strength,15,25
Hyrri's Bite,(7-10)% increased Attack Speed,7,10
Hyrri's Bite,+(35-45) to Dexterity,35,45
Hyrri's Bite,10% increased Area of Effect,10,10
Hyrri's Bite,+(15-25) to Intelligence,15,25
Hyrri's Demise,Adds 0 to 3 Lightning Damage to Attacks per 10 Intelligence,3,3
Hyrri's Demise,+(15-30) to all Attributes,15,30
Hyrri's Demise,Adds 1 to 2 Fire Damage to Attacks per 10 Strength,2,2
Hyrri's Demise,Gain (6-8) Life per Enemy Hit with Attacks,6,8
Hyrri's Demise,Gain (2-3) Life per Enemy Hit with Attacks,2,3
Hyrri's Demise,Adds 1 to 2 Cold Damage to Attacks per 10 Dexterity,2,2
Hyrri's Demise,(7-10)% increased Attack Speed,7,10
Hyrri's Demise,10% increased Area of Effect,10,10
Hyrri's Ire,(140-220)% increased Evasion Rating,140,220
Hyrri's Ire,25% increased Chill Duration on Enemies,25,25
Hyrri's Ire,(105-145) to (160-200) Added Cold Damage with Bow Attacks,133,173
Hyrri's Ire,+(40-50) to Dexterity,40,50
Hyrri's Ire,+30% chance to Suppress Spell Damage,30,30
Hyrri's Truth,Precision has 100% increased Mana Reservation Efficiency,100,100
Hyrri's Truth,Grants Level 30 Precision Skill,30,30
Hyrri's Truth,Bow Attacks have Culling Strike,1,1
Hyrri's Truth,+(20-30) to Dexterity,20,30
Hyrri's Truth,+(40-80) to Dexterity,40,80
Hyrri's Truth,+(25-50)% to Global Critical Strike Multiplier,25,50
Icefang Orbit,Poisoned Enemies you Kill with Hits Shatter,1,1
Icefang Orbit,(40-60)% increased Damage with Poison,40,60
Icefang Orbit,You are Chilled when you are Poisoned,1,1
Icefang Orbit,Adds 1 to 4 Physical Damage to Attacks,3,3
Icefang Orbit,25% chance to Poison on Hit,25,25
Icefang Orbit,+(20-30) to Dexterity,20,30
Icefang Orbit,Non-Chilled Enemies you Poison are Chilled,1,1
Icetomb,+(50-75)% to Cold Resistance,50,75
Icetomb,+(30-40) to Strength,30,40
Icetomb,(140-160)% increased Armour and Energy Shield,140,160
Icetomb,20% chance to Freeze Enemies for 1 second when they Hit you,20,20
Icetomb,Cannot be Chilled,1,1
Icetomb,+(30-40) to Intelligence,30,40
Ichimonji,Adds (5-10) to (13-20) Physical Damage,9,15
Ichimonji,10% increased Effect of Buffs on you,10,10
Ichimonji,Your Aura Buffs do not affect allies,1,1
Ichimonji,(20-25)% increased Attack Speed,20,25
Ichimonji,40% increased Global Accuracy Rating,40,40
Ichimonji,(80-95)% increased Physical Damage,80,95
Ichimonji,Allies' Aura Buffs do not affect you,1,1
Ichimonji,10% increased Mana Reservation Efficiency of Skills,-5,-5
Ikiaho's Promise,Regenerate (3-5) Mana per second,180,300
Ikiaho's Promise,Regenerate (2-4) Life per second,120,240
Ikiaho's Promise,Mana Flasks used while on Low Mana apply Recovery Instantly,1,1
Ikiaho's Promise,Life Flasks used while on Low Life apply Recovery Instantly,1,1
Ikiaho's Promise,(15-30)% increased Mana Recovery from Flasks,15,30
Ikiaho's Promise,(15-30)% increased Life Recovery from Flasks,15,30
Immortal Flesh,Regenerate (8-10) Mana per second,480,600
Immortal Flesh,Regenerate (200-350) Life per second,12000,21000
Immortal Flesh,+(25-40) to maximum Life,25,40
Immortal Flesh,+(75-100) to maximum Life,75,100
Immortal Flesh,-(25-15)% to all Elemental Resistances,-25,-15
Immortal Flesh,"40% increased Armour while not Ignited, Frozen or Shocked",40,40
Immortal Flesh,-(50-40) Physical Damage taken from Attack Hits,-50,-40
Immutable Dogma,Cannot Reroll Favours at Ritual Altars in your Maps&lt;br&gt;Monsters Sacrificed at Ritual Altars in your Maps grant (100-150)% more Tribute,51,76
Immutable Dogma,2% increased Maps found in your Maps,2,2
Immutable Force,(500-1000)% increased Stun and Block Recovery,500,1000
Impresence,(30-40)% increased Damage over Time,30,40
Impresence,+(10-16) to all Attributes,10,16
Impresence,+(17-23)% to Chaos Resistance,17,23
Impresence,Despair has no Reservation if Cast as an Aura,1,1
Impresence,+(50-70) to maximum Life,50,70
Impresence,Adds (17-19) to (23-29) Chaos Damage,20,24
Impresence,Gain Maddening Presence for 10 seconds when you Kill a Rare or Unique Enemy,10000,10000
Impresence,Punishment has no Reservation if Cast as an Aura,1,1
Impresence,Temporal Chains has no Reservation if Cast as an Aura,1,1
Impresence,Enfeeble has no Reservation if Cast as an Aura,1,1
Impresence,Elemental Weakness has no Reservation if Cast as an Aura,1,1
Impresence,(45-50)% increased Mana Regeneration Rate,45,50
Impresence,+(20-25)% to Cold Resistance,20,25
Impresence,Adds (20-24) to (33-36) Cold Damage,27,30
Impresence,Frostbite has no Reservation if Cast as an Aura,1,1
Impresence,Regenerate 1% of Life per second,60,60
Impresence,+(20-25)% to Fire Resistance,20,25
Impresence,Adds (20-24) to (33-36) Fire Damage,27,30
Impresence,Flammability has no Reservation if Cast as an Aura,1,1
Impresence,Regenerate 1% of Energy Shield per second,60,60
Impresence,+(20-25)% to Lightning Resistance,20,25
Impresence,Adds (10-13) to (43-47) Lightning Damage,27,30
Impresence,Conductivity has no Reservation if Cast as an Aura,1,1
Impresence,Vulnerability has no Reservation if Cast as an Aura,1,1
Impresence,(30-40)% increased Stun and Block Recovery,30,40
Impresence,Adds (12-16) to (20-25) Physical Damage,16,21
Impresence,+(400-500) to Armour,400,500
Incandescent Heart,Gain (10-20)% of Elemental Damage as Extra Chaos Damage,10,20
Incandescent Heart,(0.8-1)% of Attack Damage Leeched as Life,80,100
Incandescent Heart,Light Radius is based on Energy Shield instead of Life,1,1
Incandescent Heart,+(80-90) to maximum Life,80,90
Incandescent Heart,25% of Elemental Damage from Hits taken as Chaos Damage,25,25
Incandescent Heart,(20-30)% increased Light Radius,20,30
Incandescent Heart,(220-240)% increased Armour and Energy Shield,220,240
Indigon,(50-60)% increased Cost of Skills for each 200 total Mana Spent Recently,50,60
Indigon,(150-180)% increased Energy Shield,150,180
Indigon,(6-10)% increased maximum Mana,6,10
Indigon,"(20-25)% increased Spell Damage for each 200 total Mana you have Spent Recently, up to 2000%",20,25
Indigon,Recover (8-10)% of Life when you use a Mana Flask,8,10
Indigon,Non-instant Mana Recovery from Flasks is also Recovered as Life,1,1
Inevitability,"With at least 40 Intelligence in Radius, Rolling Magma deals 40% more Damage per Chain&lt;br&gt;With at least 40 Intelligence in Radius, Rolling Magma deals 50% less Damage&lt;br&gt;With at least 40 Intelligence in Radius, Rolling Magma&lt;br&gt;has 10% increased Area of Effect per Chain",300,300
Inevitability,(10-15)% increased Fire Damage,10,15
Inextricable Fate,You take (50-30)% reduced Extra Damage from Critical Strikes by Poisoned Enemies,-50,-30
Inextricable Fate,+(13-17)% to Chaos Resistance,13,17
Inextricable Fate,Nearby stationary Enemies gain a Grasping Vine every 0.5 seconds,500,500
Inextricable Fate,+(80-100) to maximum Life,80,100
Inextricable Fate,You gain 3 Grasping Vines when you take a Critical Strike,3,3
Inextricable Fate,All Damage inflicts Poison against Enemies affected by at least 3 Grasping Vines,3,3
Inextricable Fate,30% increased Movement Speed,30,30
Infernal Mantle,+3 to Level of Socketed Fire Gems,3,3
Infernal Mantle,(120-160)% increased Energy Shield,120,160
Infernal Mantle,15% of Fire Damage Converted to Chaos Damage,15,15
Infernal Mantle,100% increased Global Critical Strike Chance,100,100
Infernal Mantle,100% increased Spell Damage taken when on Low Mana,100,100
Infractem,Adds (25-35) to (36-45) Physical Damage,31,40
Infractem,(30-50)% increased Critical Strike Chance,30,50
Infractem,+(350-400) to Accuracy Rating,350,400
Infractem,Cannot Leech Life,1,1
Infractem,(70-80)% increased Physical Damage,70,80
Infractem,+(20-30) to Dexterity,20,30
Infractem,Arrows Pierce all Targets,1,1
Infractem,10% increased Movement Speed,10,10
Innsbury Edge,(17-25)% increased Attack Speed,17,25
Innsbury Edge,25% of Physical Damage Converted to Chaos Damage,25,25
Innsbury Edge,Attacks with this Weapon Maim on hit,1,1
Innsbury Edge,0.2% of Chaos Damage Leeched as Life,20,20
Innsbury Edge,(100-140)% increased Physical Damage,100,140
Innsbury Edge,,1,1
Innsbury Edge,+330 to Accuracy Rating,330,330
Inpulsa's Broken Heart,"Shocked Enemies you Kill Explode, dealing 5% of&lt;br&gt;their Life as Lightning Damage which cannot Shock",5,5
Inpulsa's Broken Heart,(15-25)% increased Effect of Shock,15,25
Inpulsa's Broken Heart,+(60-80) to maximum Life,60,80
Inpulsa's Broken Heart,Unaffected by Shock,1,1
Inpulsa's Broken Heart,(20-50)% increased Damage if you have Shocked an Enemy Recently,20,50
Insomnia,25% increased Character Size (Hidden),135,135
Insomnia,Destroyed on Empowering target Enemy,1,1
Insomnia,Map Item Quantity affects number of rewards from Empowered Enemy,1,1
Insomnia,Empowered Monsters drop (8-12) Divination Card Rewards,8,12
Insomnia,Empowered Monsters drop (8-12) Sentinel Rewards,8,12
Insomnia,Empowered Monsters drop (8-12) Unique Rewards,8,12
Insomnia,Empowered Monsters drop (8-12) Scarab Rewards,8,12
Insomnia,Empowered Monsters drop (8-12) Map Rewards,8,12
Insomnia,Empowered Monsters drop (8-12) Fragment Rewards,8,12
Insomnia,Empowered Monsters drop (8-12) Currency Rewards,8,12
Inspired Learning,"With 4 Notables Allocated in Radius, When you Kill a Rare monster, you gain 1 of its Modifiers for 20 seconds",401,401
Intuitive Leap,Passive Skills in Radius can be Allocated without being connected to your tree&lt;br&gt;Passage,401,401
Invictus Solaris,+12% to all Elemental Resistances,12,12
Invictus Solaris,+2 to Level of Socketed Gems,2,2
Invictus Solaris,+(60-80) to maximum Life,60,80
Invictus Solaris,Triggers Level 20 Fire Aegis when Equipped,20,20
Invictus Solaris,Cannot be Ignited,1,1
Invictus Solaris,(200-250)% increased Armour and Energy Shield,200,250
Inya's Epiphany,5% increased Damage per Power Charge,5,5
Inya's Epiphany,+(50-70) to maximum Life,50,70
Inya's Epiphany,(5-8)% increased Intelligence,5,8
Inya's Epiphany,"25% chance that if you would gain Power Charges, you instead gain up to&lt;br&gt;your maximum number of Power Charges",25,25
Inya's Epiphany,25% increased Movement Speed,25,25
Iron Commander,Adds (8-12) to (16-24) Physical Damage,12,18
Iron Commander,Siege Ballista has +1 to maximum number of Summoned Totems per 200 Dexterity,1,1
Iron Commander,(30-50)% increased Critical Strike Chance,30,50
Iron Commander,(14-20)% increased Totem Placement speed,14,20
Iron Commander,Adds 1 to 3 Physical Damage to Attacks per 25 Dexterity,2,2
Iron Commander,(14-20)% increased Attack Speed,14,20
Iron Commander,(14-20)% increased Totem Life,14,20
Irresistable Temptation,Map has 1 additional random Prefix,1,1
Irresistable Temptation,,18,18
Izaro's Dilemma,Adds 20 to 50 Physical Damage,35,35
Izaro's Dilemma,(10-15)% increased Attack Speed,10,15
Izaro's Dilemma,100% increased Global Physical Damage while Frozen,100,100
Izaro's Dilemma,(80-100)% increased Physical Damage,80,100
Izaro's Dilemma,Grants 46 Life per Enemy Hit,46,46
Izaro's Dilemma,+(300-400) to Accuracy Rating,300,400
Izaro's Turmoil,2% chance to Ignite,2,2
Izaro's Turmoil,(18-25)% increased Cold Damage,18,25
Izaro's Turmoil,2% chance to Freeze,2,2
Izaro's Turmoil,(18-25)% increased Fire Damage,18,25
"Jack, the Axe",Adds (11-14) to (18-23) Physical Damage,15,19
"Jack, the Axe",Plays Jack the Axe sounds (Hidden),1,1
"Jack, the Axe",Grants Level 20 Thirst for Blood Skill,20,20
"Jack, the Axe",(130-150)% increased Physical Damage,130,150
"Jack, the Axe",+(25-35)% to Damage over Time Multiplier for Bleeding from Hits with this Weapon,25,35
"Jack, the Axe",25% chance to cause Bleeding on Hit,25,25
Jaws of Agony,(15-25)% increased Global Physical Damage,15,25
Jaws of Agony,(18-28)% increased Trap Damage,18,28
Jaws of Agony,Grants Level 25 Bear Trap Skill,25,25
Jaws of Agony,+(60-80) to maximum Life,60,80
Jaws of Agony,-(18-14) Physical Damage taken from Attack Hits,-18,-14
Jaws of Agony,25% chance to gain a Power Charge when you Throw a Trap,25,25
Jaws of Agony,+5% chance to Suppress Spell Damage,5,5
Jiquani's Potential,1 to (31-53) Spell Lightning Damage per 10 Intelligence,16,27
Jiquani's Potential,(1-7)% increased Intelligence,1,7
Jiquani's Potential,(-17-17)% increased maximum Life,-17,17
Jiquani's Potential,+25% Chance to Block Spell Damage while wielding a Staff,25,25
Jiquani's Potential,+(-1-1) to Level of all Spell Skill Gems,-1,1
Jiquani's Potential,31% increased Cost of Skills,31,31
Jiquani's Potential,Blood Magic,1,1
Jorrhast's Blacksteel,(8-12)% increased Attack Speed,8,12
Jorrhast's Blacksteel,30% less Animate Weapon Duration,-30,-30
Jorrhast's Blacksteel,45% increased Stun Duration on Enemies,45,45
Jorrhast's Blacksteel,Weapons you Animate create an additional copy,1,1
Jorrhast's Blacksteel,(8-12)% increased Cast Speed,8,12
Jorrhast's Blacksteel,(150-200)% increased Physical Damage,150,200
Jorrhast's Blacksteel,25% chance to Trigger Level 20 Animate Weapon on Kill,25,25
Kahuturoa's Certainty,Unaffected by Damaging Ailments,1,1
Kahuturoa's Certainty,(100-150)% increased Armour,100,150
Kahuturoa's Certainty,(100-200)% increased Stun and Block Recovery,100,200
Kahuturoa's Certainty,5% reduced Movement Speed,-5,-5
Kalandra's Touch,Reflects opposite Ring,1,1
Kalisa's Grace,Gain +2% to Critical Strike Chance for 2 seconds after Spending a total of 800 Mana,200,200
Kalisa's Grace,Socketed Gems are Supported by Level 18 Faster Casting,18,18
Kalisa's Grace,+(50-80) to maximum Energy Shield,50,80
Kalisa's Grace,+(50-70) to maximum Life,50,70
Kalisa's Grace,+(20-30) to Intelligence,20,30
Kaltenhalt,(60-100)% increased Evasion Rating,60,100
Kaltenhalt,+50% to Cold Resistance,50,50
Kaltenhalt,6% increased Movement Speed,6,6
Kaltenhalt,Gain (10-15)% of Physical Damage as Extra Cold Damage,10,15
Kaltenhalt,Reflects (25-50) Cold Damage to Melee Attackers,25,50
Kaltenhalt,+5% to maximum Cold Resistance,5,5
Kaltenhalt,+5% Chance to Block,5,5
Kaltensoul,(60-100)% increased Evasion Rating,60,100
Kaltensoul,6% increased Movement Speed,6,6
Kaltensoul,+50% to Cold Resistance,50,50
Kaltensoul,20% of Fire Damage from Hits taken as Cold Damage,20,20
Kaltensoul,Gain (10-15)% of Physical Damage as Extra Cold Damage,10,15
Kaltensoul,Reflects (25-50) Cold Damage to Melee Attackers,25,50
Kaltensoul,+5% to maximum Cold Resistance,5,5
Kaltensoul,+5% Chance to Block,5,5
Kaom's Binding,Take no Burning Damage if you've stopped taking Burning Damage Recently,1,1
Kaom's Binding,Nearby Enemies Convert 25% of their Physical Damage to Fire,25,25
Kaom's Binding,+(300-500) to Armour,300,500
Kaom's Binding,+(25-35) to Strength,25,35
Kaom's Binding,+(30-40) to Strength,30,40
Kaom's Command,+(60-80) to maximum Life,60,80
Kaom's Command,"Nearby corpses Explode when you Warcry, dealing (5-10)% of their Life as Physical Damage",5,10
Kaom's Command,Warcry Skills have (25-35)% increased Area of Effect,25,35
Kaom's Command,(25-35)% increased Warcry Speed,25,35
Kaom's Heart,Has no Sockets,1,1
Kaom's Heart,+1000 to maximum Life,1000,1000
Kaom's Primacy,Gain 5 Rage on Melee Hit,5,5
Kaom's Primacy,Every Rage also grants 1% of Physical Damage as Extra Fire Damage,1,1
Kaom's Primacy,Culling Strike,1,1
Kaom's Primacy,Gain 20 Life per Enemy Killed,20,20
Kaom's Primacy,(100-140)% increased Physical Damage,100,140
Kaom's Primacy,+(150-250) to Accuracy Rating,150,250
Kaom's Roots,Cannot be Knocked Back,1,1
Kaom's Roots,+(150-200) to maximum Life,150,200
Kaom's Roots,Unwavering Stance,1,1
Kaom's Roots,Has no Sockets,1,1
Kaom's Roots,Action Speed cannot be modified to below Base Value,1,1
Kaom's Sign,+(20-30) to maximum Life,20,30
Kaom's Sign,+(10-20) to Strength,10,20
Kaom's Sign,Grants Level 10 Enduring Cry Skill,10,10
Kaom's Sign,+1 to Maximum Endurance Charges,1,1
Kaom's Spirit,Life Recovery from Regeneration is not applied,1,1
Kaom's Spirit,+(20-30)% to Fire Resistance,20,30
Kaom's Spirit,(0.3-0.5)% of Physical Attack Damage Leeched as Life,30,50
Kaom's Spirit,Regenerate 1 Rage per second for every 200 Life Recovery per second from Regeneration&lt;br&gt;Does not delay Inherent Loss of Rage,200,200
Kaom's Spirit,+(50-70) to maximum Life,50,70
Kaom's Way,2% increased Area of Effect per Endurance Charge,2,2
Kaom's Way,Gain (2-4) Life per Enemy Hit with Attacks,2,4
Kaom's Way,Regenerate 0.2% of Life per second per Endurance Charge,12,12
Kaom's Way,+(20-30) to maximum Life,20,30
Kaom's Way,+(10-20) to Strength,10,20
Kaom's Way,+1 to Maximum Endurance Charges,1,1
Karui Charge,30% increased Projectile Damage,30,30
Karui Charge,+(20-30) to Strength,20,30
Karui Charge,(5-10)% increased Attack Speed,5,10
Karui Charge,30% increased Projectile Speed,30,30
Karui Charge,+(20-30) to Dexterity,20,30
Karui Charge,+100 to Accuracy Rating,100,100
Karui Charge,10% increased Movement Speed,10,10
Karui Ward,30% increased Projectile Damage,30,30
Karui Ward,+(20-30) to Strength,20,30
Karui Ward,30% increased Projectile Speed,30,30
Karui Ward,+(20-30) to Dexterity,20,30
Karui Ward,+100 to Accuracy Rating,100,100
Karui Ward,10% increased Movement Speed,10,10
Khatal's Geyser,Increases and Reductions to Effect of Flasks applied to you&lt;br&gt;also applies to Effect of Arcane Surge on you at (200-250)% of their value,200,250
Khatal's Geyser,+(55-70) to maximum Mana,55,70
Khatal's Geyser,Mana Flask Effects are not removed when Unreserved Mana is Filled&lt;br&gt;Mana Flask Effects do not Queue,1,1
Khatal's Geyser,Can't use Life Flasks,1,1
Khatal's Geyser,You have Arcane Surge during Effect of any Mana Flask,1,1
Khatal's Geyser,+(20-30) to Intelligence,20,30
Khatal's Weeping,"On non-channelling Attack, set a Life Flask with greater than 50% of maximum Charges remaining to 50%&lt;br&gt;For each Charge removed this way, that Attack gains +2% to Damage over time Multiplier",2,2
Khatal's Weeping,+(80-100) to maximum Life,80,100
Khatal's Weeping,"While on Low Life, Life Flasks gain (3-6) Charges every 3 seconds",3,6
