name,stat text raw,min_avg,max_avg
Essentia Sanguis,+(200-300) to maximum Energy Shield,200,300
Eternal Damnation,+(40-70) to maximum Mana,40,70
Eternal Damnation,+(-13-13)% to Chaos Resistance,-13,13
Eternal Damnation,+(16-24) to Strength and Intelligence,16,24
Ewar's Mirage,(16-22)% increased Attack Speed,16,22
Ewar's Mirage,Adds 1 to (45-55) Lightning Damage,23,28
Ewar's Mirage,(40-55)% increased Elemental Damage with Attack Skills,40,55
Expedition's End,(100-150)% increased Evasion and Energy Shield,100,150
Expedition's End,Freeze Chilled Enemies as though dealing (50-100)% more Damage,50,100
Expedition's End,(5-10)% increased maximum Life,5,10
Extractor Mentis,+(16-24) to Strength and Intelligence,16,24
Extractor Mentis,+(30-50) to Strength,30,50
Eye of Chayula,+(10-16) to all Attributes,10,16
Eye of Innocence,(50-70)% increased Damage while Ignited,50,70
Eye of Innocence,+(16-24) to Strength and Dexterity,16,24
Eye of Malice,(400-500)% increased Evasion and Energy Shield,400,500
Eye of Malice,+(20-40)% to Cold Resistance,20,40
Eye of Malice,+(20-40)% to Fire Resistance,20,40
Ezomyte Peak,+(25-50) to maximum Life,25,50
Ezomyte Peak,(15-20)% increased Area of Effect,15,20
Ezomyte Peak,+(75-100) to Armour,75,100
Facebreaker,(600-1000)% more Physical Damage with Unarmed Melee Attacks,600,1000
Fairgraves' Tricorne,+(20-30)% to Lightning Resistance,20,30
Faithguard,(40-60)% faster Restoration of Ward,40,60
Faithguard,(15-25)% increased Light Radius,15,25
Faithguard,(25-35)% increased Ward,25,35
Faithguard,+(20-30) to Intelligence,20,30
Faminebind,(12-24)% increased Global Physical Damage,12,24
Faminebind,+(20-30)% to Cold Resistance,20,30
Farrul's Bite,Critical Strikes have (10-20)% chance to Blind Enemies while you have Cat's Stealth,10,20
Farrul's Bite,+(25-35)% to Cold Resistance,25,35
Farrul's Bite,(180-220)% increased Evasion and Energy Shield,180,220
Farrul's Bite,(40-50)% increased Damage with Hits and Ailments against Blinded Enemies,40,50
Farrul's Chase,(110-150)% increased Evasion Rating,110,150
Farrul's Chase,(40-50)% chance to Avoid Bleeding,40,50
Farrul's Chase,+(50-70) to maximum Life,50,70
Farrul's Fur,(100-150)% increased Armour and Evasion,100,150
Farrul's Fur,+(80-100) to maximum Life,80,100
Farrul's Pounce,(100-140)% increased Armour and Evasion,100,140
Farrul's Pounce,+(50-70) to maximum Life,50,70
Farrul's Pounce,(40-50)% increased Damage with Hits and Ailments against Bleeding Enemies,40,50
Farrul's Pounce,+(400-500) to Accuracy Rating,400,500
Fate of the Vaal,(180-210)% increased Physical Damage,180,210
Fate of the Vaal,Hits with this Weapon deal (30-60)% increased Damage to Frozen Enemies,30,60
Fate of the Vaal,(10-15)% increased Attack Speed,10,15
Fate of the Vaal,Hits with this Weapon deal (30-60)% increased Damage to Shocked Enemies,30,60
Fate of the Vaal,Hits with this Weapon deal (30-60)% increased Damage to Ignited Enemies,30,60
Fated End,+(20-30) to maximum Mana,20,30
Fated End,,-20,20
Fated End,Curse Skills have (8-12)% increased Cast Speed,8,12
Fated End,+(20-40) to Intelligence,20,40
Feastbind,(12-24)% increased Global Physical Damage,12,24
Feastbind,+(20-40) to maximum Life,20,40
Femurs of the Saints,Minions deal (60-80)% increased Damage,60,80
Fencoil,(40-50)% increased Global Damage,40,50
Fencoil,(10-20)% increased maximum Life,10,20
Fencoil,(10-20)% increased maximum Mana,10,20
Fenumus' Shroud,Regenerate (80-100) Energy Shield per second,4800,6000
Fenumus' Shroud,(120-140)% increased Energy Shield,120,140
Fenumus' Shroud,(50-70)% increased Aspect of the Spider Area of Effect,50,70
Fenumus' Shroud,+(30-40) to Intelligence,30,40
Fenumus' Spinnerets,(160-200)% increased Evasion and Energy Shield,160,200
Fenumus' Spinnerets,Gain (15-20) Energy Shield for each Enemy you Hit which is affected by a Spider's Web,15,20
Fenumus' Spinnerets,+(17-23)% to Chaos Resistance,17,23
Fenumus' Spinnerets,(40-50)% increased Aspect of the Spider Debuff Duration,40,50
Fenumus' Spinnerets,+(20-30)% to Lightning Resistance,20,30
Fenumus' Toxins,(15-20)% increased Damage with Poison per Power Charge,15,20
Fenumus' Toxins,(220-250)% increased Energy Shield,220,250
Fenumus' Toxins,Adds (16-21) to (31-36) Chaos Damage to Spells,24,29
Fenumus' Toxins,(6-10)% chance to Poison per Power Charge,6,10
Fenumus' Weave,(120-170)% increased Evasion and Energy Shield,120,170
Fenumus' Weave,+(40-50) to maximum Life,40,50
Fenumus' Weave,(6-9)% increased Attack and Cast Speed,6,9
Fenumus' Weave,Adds (8-10) to (13-15) Chaos Damage for each Spider's Web on the Enemy,11,13
Fenumus' Weave,(40-60)% increased Damage with Hits and Ailments against Enemies affected by 3 Spider's Webs,40,60
Festering Resentment,+(30-45)% Chance to Block Spell Damage while in Off Hand,30,45
Festering Resentment,(100-150)% increased Damage with Poison,100,150
Festering Resentment,(100-150)% increased Spell Damage,100,150
Fidelitas' Spike,(25-30)% increased Attack Speed,25,30
Fidelitas' Spike,Adds 1 to (40-50) Lightning Damage,21,26
Fidelitas' Spike,(15-20)% chance to Shock,15,20
Firesong,+(10-15)% to Fire Resistance,10,15
Flamesight,(25-50)% chance to Scorch Enemies&lt;br&gt;Cannot inflict Ignite,13,26
Flamesight,(240-280)% increased Energy Shield,240,280
Flamesight,+(30-40)% to Fire Resistance,30,40
Flamesight,(30-40)% increased Elemental Damage,30,40
Flesh and Spirit,(80-120)% increased Armour and Evasion,80,120
Flesh and Spirit,(6-9)% increased Attack Speed,6,9
Flesh and Spirit,Regenerate (3-4) Life per second,180,240
Flesh-Eater,(60-80)% increased Physical Damage,60,80
Fleshcrafter,(100-150)% increased Energy Shield,100,150
Fleshcrafter,Minions have (50-100)% faster start of Energy Shield Recharge,50,100
Fleshrender,Inflict (2-3) additional Poisons on the same Target&lt;br&gt;when you inflict Poison with this weapon,2,3
Fleshrender,(20-40)% increased Critical Strike Chance,20,40
Fleshrender,+(20-40)% to Damage over Time Multiplier,20,40
Fleshrender,(180-240)% increased Physical Damage,180,240
Font of Thunder,(400-500)% increased Evasion and Energy Shield,400,500
Font of Thunder,(25-40)% increased Mana Regeneration Rate,25,40
Forbidden Shako,+(25-30) to all Attributes,25,30
Forbidden Taste,Recover (75-100)% of Life on use,75,100
Foxshade,(50-70)% increased Evasion Rating,50,70
Foxshade,+(20-30) to Dexterity,20,30
Fractal Thoughts,(140-180)% increased Evasion and Energy Shield,140,180
Fractal Thoughts,+(25-40)% to Critical Strike Multiplier if Dexterity is higher than Intelligence,25,40
Frostbreath,Adds (26-32) to (36-42) Physical Damage,31,37
Frostbreath,Adds (26-32) to (36-42) Cold Damage,31,37
Frostbreath,+(40-50)% to Fire Resistance,40,50
Frostbreath,(35-50)% increased Chill Duration on Enemies,35,50
Frostbreath,(8-14)% increased Attack Speed,8,14
Fury Valve,+(15-20)% to all Elemental Resistances,15,20
Fury Valve,(20-30)% increased Projectile Speed,20,30
Fury Valve,+(16-24) to Dexterity and Intelligence,16,24
Fury Valve,(15-25)% increased Evasion Rating,15,25
Galesight,(25-50)% chance to inflict Brittle&lt;br&gt;Cannot inflict Freeze or Chill,13,26
Galesight,+(30-40)% to Cold Resistance,30,40
Galesight,(30-40)% increased Elemental Damage,30,40
Galesight,(240-280)% increased Energy Shield,240,280
Gamblesprint,(100-150)% increased Armour and Evasion,100,150
Gamblesprint,+(30-40) to Dexterity,30,40
Gamblesprint,+(20-40)% to Lightning Resistance,20,40
Gang's Momentum,(10-15)% chance to Ignite,10,15
Gang's Momentum,(25-40)% increased Damage with Hits and Ailments against Ignited Enemies,25,40
Gang's Momentum,+(50-60)% to Fire Resistance,50,60
Gang's Momentum,(160-180)% increased Armour and Energy Shield,160,180
Garb of the Ephemeral,(180-230)% increased Energy Shield,180,230
Garb of the Ephemeral,+(8-10) to maximum Mana,8,10
Garb of the Ephemeral,+(11-14) to maximum Mana,11,14
Garb of the Ephemeral,+(15-19) to maximum Mana,15,19
Garb of the Ephemeral,+(20-24) to maximum Mana,20,24
Garb of the Ephemeral,+(25-30) to maximum Mana,25,30
Garb of the Ephemeral,(15-16)% increased Energy Shield,15,16
Garb of the Ephemeral,(17-18)% increased Energy Shield,17,18
Garb of the Ephemeral,(19-20)% increased Energy Shield,19,20
Garb of the Ephemeral,(21-22)% increased Energy Shield,21,22
Garb of the Ephemeral,(23-25)% increased Energy Shield,23,25
Garb of the Ephemeral,(10-12)% increased Attack and Cast Speed during Onslaught,10,12
Garb of the Ephemeral,+(9-10)% to Fire Resistance,9,10
Garb of the Ephemeral,+(11-12)% to Fire Resistance,11,12
Garb of the Ephemeral,+(13-14)% to Fire Resistance,13,14
Garb of the Ephemeral,+(15-16)% to Fire Resistance,15,16
Garb of the Ephemeral,(15-18)% increased Evasion Rating,15,18
Garb of the Ephemeral,(19-22)% increased Evasion Rating,19,22
Garb of the Ephemeral,(23-26)% increased Evasion Rating,23,26
Garb of the Ephemeral,(27-30)% increased Evasion Rating,27,30
Garb of the Ephemeral,(30-35)% increased Evasion Rating,30,35
Garb of the Ephemeral,(5-6)% increased Movement Speed,5,6
Garb of the Ephemeral,+(3-4)% to all Elemental Resistances,3,4
Garb of the Ephemeral,+(5-6)% to all Elemental Resistances,5,6
Garb of the Ephemeral,+(9-10)% to Cold Resistance,9,10
Garb of the Ephemeral,+(11-12)% to Cold Resistance,11,12
Garb of the Ephemeral,+(13-14)% to Cold Resistance,13,14
Garb of the Ephemeral,+(15-16)% to Cold Resistance,15,16
Garb of the Ephemeral,(7-10)% of Physical Damage from Hits taken as Cold Damage,7,10
Garb of the Ephemeral,Determination has (15-20)% increased Aura Effect,15,20
Garb of the Ephemeral,(5-6)% increased Area of Effect,5,6
Garb of the Ephemeral,(7-8)% increased Area of Effect,7,8
Garb of the Ephemeral,(9-10)% increased Area of Effect,9,10
Garb of the Ephemeral,(12-13)% increased Spell Damage,12,13
Garb of the Ephemeral,(14-16)% increased Spell Damage,14,16
Garb of the Ephemeral,(17-20)% increased Spell Damage,17,20
Garb of the Ephemeral,(14-15)% chance to Avoid being Stunned,14,15
Garb of the Ephemeral,(12-13)% increased Attack Damage,12,13
Garb of the Ephemeral,(14-16)% increased Attack Damage,14,16
Garb of the Ephemeral,(17-20)% increased Attack Damage,17,20
Garb of the Ephemeral,Minions deal (9-10)% increased Damage,9,10
Garb of the Ephemeral,Minions deal (11-12)% increased Damage,11,12
Garb of the Ephemeral,+(6-8) to Intelligence,6,8
Garb of the Ephemeral,+(9-11) to Intelligence,9,11
Garb of the Ephemeral,+(12-14) to Intelligence,12,14
Garb of the Ephemeral,+(15-17) to Intelligence,15,17
Garb of the Ephemeral,+(18-20) to Intelligence,18,20
Garb of the Ephemeral,+(2-3)% to Quality of Socketed Intelligence Gems,2,3
Garb of the Ephemeral,+(4-6)% to Quality of Socketed Intelligence Gems,4,6
Garb of the Ephemeral,+(10-12) to maximum Energy Shield,10,12
Garb of the Ephemeral,+(13-15) to maximum Energy Shield,13,15
Garb of the Ephemeral,+(16-18) to maximum Energy Shield,16,18
Garb of the Ephemeral,+(19-21) to maximum Energy Shield,19,21
Garb of the Ephemeral,+(22-25) to maximum Energy Shield,22,25
Garb of the Ephemeral,Minions have (7-9)% increased maximum Life,7,9
Garb of the Ephemeral,Minions have (10-12)% increased maximum Life,10,12
Garb of the Ephemeral,Minions have (13-15)% increased maximum Life,13,15
Garb of the Ephemeral,(14-16)% chance to Avoid being Poisoned,14,16
Garb of the Ephemeral,(18-21)% chance to Avoid being Poisoned,18,21
Garb of the Ephemeral,(22-25)% chance to Avoid being Poisoned,22,25
Garb of the Ephemeral,+(6-7) to all Attributes,6,7
Garb of the Ephemeral,+(8-9) to all Attributes,8,9
Garb of the Ephemeral,+(10-12) to all Attributes,10,12
Garb of the Ephemeral,Reflects (10-15) Physical Damage to Melee Attackers,10,15
Garb of the Ephemeral,Reflects (16-40) Physical Damage to Melee Attackers,16,40
Garb of the Ephemeral,Reflects (41-80) Physical Damage to Melee Attackers,41,80
Garb of the Ephemeral,(8-9)% increased Energy Shield Recharge Rate,8,9
Garb of the Ephemeral,(10-11)% increased Energy Shield Recharge Rate,10,11
Garb of the Ephemeral,(7-8)% increased maximum Mana,7,8
Garb of the Ephemeral,+(9-10)% to Lightning Resistance,9,10
Garb of the Ephemeral,+(11-12)% to Lightning Resistance,11,12
Garb of the Ephemeral,+(13-14)% to Lightning Resistance,13,14
Garb of the Ephemeral,+(15-16)% to Lightning Resistance,15,16
Garb of the Ephemeral,-(20-16) Physical Damage taken from Attack Hits,-20,-16
Garb of the Ephemeral,-(25-21) Physical Damage taken from Attack Hits,-25,-21
Garb of the Ephemeral,-(40-35) Physical Damage taken from Attack Hits,-40,-35
Garb of the Ephemeral,(5-8)% of Physical Damage from Hits taken as Chaos Damage,5,8
Garb of the Ephemeral,(4-5)% Chance to Block Attack Damage,4,5
Garb of the Ephemeral,(10-12)% increased Stun and Block Recovery,10,12
Garb of the Ephemeral,(13-15)% increased Stun and Block Recovery,13,15
Garb of the Ephemeral,(16-18)% increased Stun and Block Recovery,16,18
Garb of the Ephemeral,(19-21)% increased Stun and Block Recovery,19,21
Garb of the Ephemeral,(22-25)% increased Stun and Block Recovery,22,25
Garb of the Ephemeral,(15-20)% reduced Elemental Ailment Duration on you,15,20
Garb of the Ephemeral,(21-35)% reduced Elemental Ailment Duration on you,21,35
Garb of the Ephemeral,(36-50)% reduced Elemental Ailment Duration on you,36,50
Garb of the Ephemeral,+(8-10) to maximum Life,8,10
Garb of the Ephemeral,+(11-14) to maximum Life,11,14
Garb of the Ephemeral,+(15-19) to maximum Life,15,19
Garb of the Ephemeral,+(20-24) to maximum Life,20,24
Garb of the Ephemeral,+(25-30) to maximum Life,25,30
Garb of the Ephemeral,Attacks have +(0.5-1)% to Critical Strike Chance,50,100
Garb of the Ephemeral,+(2-3)% to Quality of Socketed Strength Gems,2,3
Garb of the Ephemeral,+(4-6)% to Quality of Socketed Strength Gems,4,6
Garb of the Ephemeral,+(6-8) to Strength,6,8
Garb of the Ephemeral,+(9-11) to Strength,9,11
Garb of the Ephemeral,+(12-14) to Strength,12,14
Garb of the Ephemeral,+(15-17) to Strength,15,17
Garb of the Ephemeral,+(18-20) to Strength,18,20
Garb of the Ephemeral,Curse Skills have (10-15)% increased Skill Effect Duration,10,15
Garb of the Ephemeral,Curse Skills have (16-20)% increased Skill Effect Duration,16,20
Garb of the Ephemeral,+(15-20) to Evasion Rating,15,20
Garb of the Ephemeral,+(21-30) to Evasion Rating,21,30
Garb of the Ephemeral,+(31-40) to Evasion Rating,31,40
Garb of the Ephemeral,+(41-55) to Evasion Rating,41,55
Garb of the Ephemeral,+(56-70) to Evasion Rating,56,70
Garb of the Ephemeral,+(2-3)% to Quality of Socketed Dexterity Gems,2,3
Garb of the Ephemeral,+(4-6)% to Quality of Socketed Dexterity Gems,4,6
Garb of the Ephemeral,Skeletons deal (30-35)% increased Damage,30,35
Garb of the Ephemeral,+(6-8) to Dexterity,6,8
Garb of the Ephemeral,+(9-11) to Dexterity,9,11
Garb of the Ephemeral,+(12-14) to Dexterity,12,14
Garb of the Ephemeral,+(15-17) to Dexterity,15,17
Garb of the Ephemeral,+(18-20) to Dexterity,18,20
Garb of the Ephemeral,(7-10)% of Physical Damage from Hits taken as Lightning Damage,7,10
Garb of the Ephemeral,(2-3)% of Physical Damage is taken from Mana before Life,2,3
Garb of the Ephemeral,(4-5)% of Physical Damage is taken from Mana before Life,4,5
Garb of the Ephemeral,(5-6)% increased maximum Life,5,6
Garb of the Ephemeral,(8-10)% increased maximum Life,8,10
Garb of the Ephemeral,Discipline has (15-20)% increased Aura Effect,15,20
Garb of the Ephemeral,Regenerate (0.6-0.7)% of Life per second,36,42
Garb of the Ephemeral,Regenerate (0.8-0.93)% of Life per second,48,56
Garb of the Ephemeral,(2-3)% additional Physical Damage Reduction against Abyssal Monsters,2,3
Garb of the Ephemeral,(4-5)% additional Physical Damage Reduction against Abyssal Monsters,4,5
Garb of the Ephemeral,(14-16)% chance to Avoid Bleeding,14,16
Garb of the Ephemeral,(18-21)% chance to Avoid Bleeding,18,21
Garb of the Ephemeral,(22-25)% chance to Avoid Bleeding,22,25
Garb of the Ephemeral,+(6-7.5)% chance to Suppress Spell Damage,4,5
Garb of the Ephemeral,(19-21)% increased Mana Regeneration Rate,19,21
Garb of the Ephemeral,(22-24)% increased Mana Regeneration Rate,22,24
Garb of the Ephemeral,(16-25)% chance to Avoid Elemental Ailments,16,25
Garb of the Ephemeral,+(5-6)% to Chaos Resistance,5,6
Garb of the Ephemeral,+(7-8)% to Chaos Resistance,7,8
Garb of the Ephemeral,+(9-10)% to Chaos Resistance,9,10
Garb of the Ephemeral,Regenerate (5-7) Life per second,300,420
Garb of the Ephemeral,Regenerate (7-11.7) Life per second,421,700
Garb of the Ephemeral,Regenerate (11.7-18.3) Life per second,701,1100
Garb of the Ephemeral,Regenerate (18.4-26.7) Life per second,1101,1600
Garb of the Ephemeral,Regenerate (26.7-40) Life per second,1601,2400
Garb of the Ephemeral,(7-10)% of Physical Damage from Hits taken as Fire Damage,7,10
Garb of the Ephemeral,(6-10)% increased Effect of your Curses,6,10
Garb of the Ephemeral,Raised Zombies deal (30-35)% increased Damage,30,35
Garb of the Ephemeral,(15-20)% chance to Defend with 200% of Armour,15,20
Garb of the Ephemeral,(10-15)% increased Energy Shield Recovery rate,10,15
Garb of the Ephemeral,(10-15)% Global chance to Blind Enemies on hit,10,15
Garb of the Ephemeral,(15-18)% increased Armour,15,18
Garb of the Ephemeral,(19-22)% increased Armour,19,22
Garb of the Ephemeral,(23-26)% increased Armour,23,26
Garb of the Ephemeral,(27-30)% increased Armour,27,30
Garb of the Ephemeral,(30-35)% increased Armour,30,35
Garb of the Ephemeral,+(15-20) to Armour,15,20
Garb of the Ephemeral,+(21-30) to Armour,21,30
Garb of the Ephemeral,+(31-40) to Armour,31,40
Garb of the Ephemeral,+(41-55) to Armour,41,55
Garb of the Ephemeral,+(56-70) to Armour,56,70
Garb of the Ephemeral,+(0.5-1)% to Spell Critical Strike Chance,50,100
Garb of the Ephemeral,Regenerate (0.6-0.7)% of Energy Shield per second,36,42
Garb of the Ephemeral,Regenerate (0.8-0.9)% of Energy Shield per second,48,54
Garb of the Ephemeral,Grace has (15-20)% increased Aura Effect,15,20
Garukhan's Flight,(300-340)% increased Evasion Rating,300,340
Garukhan's Flight,+(30-40) to Dexterity,30,40
Geofri's Baptism,(10-20)% increased Stun Duration on Enemies,10,20
Geofri's Crest,+(20-30)% to Chaos Resistance,20,30
Geofri's Crest,+(20-30)% to Cold Resistance,20,30
Geofri's Crest,+(20-30)% to Fire Resistance,20,30
Geofri's Crest,+(20-30)% to Lightning Resistance,20,30
Geofri's Crest,(120-150)% increased Armour and Energy Shield,120,150
Geofri's Sanctuary,+(14-18)% to all Elemental Resistances,14,18
Geofri's Sanctuary,+(60-70) to maximum Life,60,70
Geofri's Sanctuary,+(30-40) to maximum Energy Shield,30,40
Geofri's Sanctuary,(50-75)% increased Armour and Energy Shield,50,75
Ghostwrithe,+(50-100) to maximum Life,50,100
Ghostwrithe,+(100-200) to maximum Energy Shield,100,200
Giantsbane,(80-100)% increased Armour,80,100
Giantsbane,+(30-40) to Strength,30,40
Giantsbane,Adds (5-8) to (12-16) Physical Damage to Attacks,9,12
Gifts from Above,(40-50)% increased Rarity of Items Dropped by Enemies killed with a Critical Strike,40,50
Gifts from Above,(20-30)% increased Global Critical Strike Chance,20,30
Gifts from Above,(30-35)% increased Global Critical Strike Chance,30,35
Gifts from Above,(10-15)% increased Light Radius,10,15
Gloomfang,Lose (25-20) Life per Enemy Hit with Attacks,-25,-20
Gloomfang,Lose (15-10) Life per Enemy Hit with Spells,-15,-10
Gloomfang,(30-40)% increased Projectile Speed,30,40
Gloomfang,Projectiles that have Chained gain (20-35)% of Non-Chaos Damage as extra Chaos Damage,20,35
Gloomfang,(48-56)% increased Mana Regeneration Rate,48,56
Glorious Vanity,Bathed in the blood of (100-8000) sacrificed in the name of Doryani&lt;br&gt;Passives in radius are Conquered by the Vaal&lt;br&gt;Historic,267,1584
Gluttony,Take (100-200) Physical Damage when you use a Movement Skill,100,200
Gluttony,Gain (10-14) Mana per Cursed Enemy Hit with Attacks,10,14
Gluttony,Gain (20-28) Life per Cursed Enemy Hit with Attacks,20,28
Gluttony,+(25-40) to maximum Life,25,40
Gluttony,+(60-80) to maximum Life,60,80
Goblinedge,Gain (10-20) Mana on Culling Strike,10,20
Goblinedge,(200-250)% increased Physical Damage,200,250
Goblinedge,(60-80)% increased Critical Strike Chance if you haven't gained a Power Charge Recently,60,80
Goblinedge,(20-25)% increased Attack Speed if you haven't gained a Frenzy Charge Recently,20,25
Goblinedge,Gain (120-150) Life on Culling Strike,120,150
Goldrim,+(30-40)% to all Elemental Resistances,30,40
Goldrim,+(30-50) to Evasion Rating,30,50
Goldwyrm,+(40-50)% to Fire Resistance,40,50
Goldwyrm,(20-40)% increased Rarity of Items found,20,40
Gorebreaker,(30-50)% increased Stun Duration on Enemies,30,50
Gorebreaker,(10-20)% reduced Enemy Stun Threshold,10,20
Gorebreaker,(300-360)% increased Physical Damage,300,360
Goredrill,Adds (1-2) to (3-5) Physical Damage,2,4
Goredrill,(50-70)% increased Physical Damage,50,70
Goredrill,+(10-15) to Dexterity,10,15
Gorgon's Gaze,(200-250)% increased Energy Shield,200,250
Gorgon's Gaze,(5-10)% increased Attack and Cast Speed,5,10
Gorgon's Gaze,+(60-80) to maximum Life,60,80
Grace of the Goddess,Gain (10-50)% of Physical Damage as Extra Fire Damage,10,50
Grace of the Goddess,Gain (10-50)% of Physical Damage as Extra Cold Damage,10,50
Grace of the Goddess,(300-350)% increased Physical Damage,300,350
Grace of the Goddess,(36-40)% increased Spell Damage,36,40
Grace of the Goddess,Gain (10-50)% of Physical Damage as Extra Lightning Damage,10,50
Grasping Nightshade,25% chance to Blind Enemies on Hit with Melee Weapons&lt;br&gt;(25-35)% increased Effect of Blind from Melee Weapons,25,30
Grasping Nightshade,(20-30)% chance to inflict a Grasping Vine on Melee Weapon Hit,20,30
Grasping Nightshade,Melee Weapon Hits Inflict (2-3) Withered Debuffs for 2 seconds,2,3
Grattus Signet,(5-10)% increased Attack Speed,5,10
Grattus Signet,+(30-50) to maximum Life,30,50
Grattus Signet,(20-30)% increased Global Critical Strike Chance,20,30
Grattus Signet,(5-10)% increased Cast Speed,5,10
Grattus Signet,+(40-60) to maximum Energy Shield,40,60
Gravebind,(100-150)% increased Armour and Evasion,100,150
Gravebind,Gain (15-25) Life per Enemy Killed,15,25
Gravebind,+(19-29)% to Chaos Resistance,19,29
Graven's Secret,+(40-60)% to Lightning Resistance,40,60
Graven's Secret,(15-25)% increased Stun and Block Recovery,15,25
Graven's Secret,(16-20)% increased maximum Mana,16,20
Graven's Secret,+(60-70) to maximum Energy Shield,60,70
Great Old One's Tentacles,Adds (8-12) to (15-20) Physical Damage to Attacks,12,16
Great Old One's Tentacles,(10-20)% chance to Impale Enemies on Hit with Attacks,10,20
Great Old One's Tentacles,+(50-70) to maximum Life,50,70
Great Old One's Ward,(8-12)% Chance to Block Spell Damage,8,12
Great Old One's Ward,(6-10)% increased Attack Speed,6,10
Great Old One's Ward,+(50-70) to maximum Life,50,70
Great Old One's Ward,Adds (8-12) to (15-20) Physical Damage to Attacks,12,16
Greed's Embrace,+(20-30)% to Cold Resistance,20,30
Greed's Embrace,-(20-10)% to Lightning Resistance,-20,-10
Grelwood Shank,(185-215)% increased Physical Damage,185,215
Grelwood Shank,(15-20)% increased Attack Speed,15,20
Grip of the Council,+(20-40)% to Cold Resistance,20,40
Grip of the Council,+(30-50) to maximum Life,30,50
Gruthkul's Pelt,(300-400)% increased Armour and Evasion,300,400
Gruthkul's Pelt,+(240-300) to maximum Life,240,300
Haemophilia,(25-40)% increased Attack Damage against Bleeding Enemies,25,40
Haemophilia,+(20-30) to Strength,20,30
Hale Negator,Recover (2-3)% of Life when you lose a Spirit Charge,2,3
Hale Negator,(6-8)% increased maximum Life,6,8
Hale Negator,Recover (2-3)% of Energy Shield when you lose a Spirit Charge,2,3
Hallowed Ground,+(-2-2) to Monster Level of Area,-2,2
Hand of Heresy,(15-25)% increased Life Regeneration rate,15,25
Hand of Heresy,Melee Attacks have +(0.8-1.6)% to Critical Strike Chance against Excommunicated Enemies,80,160
Hand of Heresy,(40-80)% increased Armour and Energy Shield,40,80
Hand of the Fervent,+(50-70) to maximum Life,50,70
Hand of the Fervent,Hits have (35-50)% chance to ignore Enemy Physical Damage Reduction while you have Sacrificial Zeal,35,50
Hand of the Fervent,(70-130)% increased Armour and Energy Shield,70,130
Hand of the Lords,(120-160)% increased Evasion and Energy Shield,120,160
Hand of the Lords,Can have up to (3-5) additional Traps placed at a time,3,5
Hand of the Lords,(6-12)% increased Trap Throwing Speed,6,12
Hand of Thought and Motion,(8-12)% increased Intelligence,8,12
Hand of Thought and Motion,(8-12)% increased Dexterity,8,12
Hand of Wisdom and Action,(8-12)% increased Dexterity,8,12
Hand of Wisdom and Action,(8-12)% increased Intelligence,8,12
Hands of the High Templar,(7-12)% increased maximum Life,7,12
Hands of the High Templar,(150-200)% increased Armour and Energy Shield,150,200
Hands of the High Templar,+(20-30)% to Fire and Lightning Resistances,20,30
Hateforge,(120-150)% increased Armour,120,150
Hateforge,(25-10)% reduced Rage Cost of Skills,-25,-10
Haunting Memories,Suppressed Spell Damage taken bypasses Energy Shield,50,100
Haunting Memories,(50-100)% of Suppressed Spell Damage taken Recouped as Energy Shield,50,100
Haunting Memories,+(40-60) to maximum Life,40,60
Haunting Memories,+(40-60) to maximum Energy Shield,40,60
Haunting Memories,+(20-30) to Dexterity and Intelligence,20,30
Haunting Memories,+(16-24) to Dexterity and Intelligence,16,24
Haunting Memories,+(6-10)% chance to Suppress Spell Damage,6,10
Headhunter,(20-30)% increased Damage with Hits against Rare monsters,20,30
Headhunter,+(40-55) to Strength,40,55
Headhunter,+(25-40) to maximum Life,25,40
Headhunter,+(50-60) to maximum Life,50,60
Headhunter,+(40-55) to Dexterity,40,55
Heartbound Loop,Regenerate (10-15) Life per second,600,900
Heartbound Loop,(20-40)% increased Mana Regeneration Rate,20,40
Heartbound Loop,+(15-25) to maximum Energy Shield,15,25
Heartbreaker,+(60-100) to maximum Mana,60,100
Heartbreaker,(40-80)% faster start of Energy Shield Recharge,40,80
Heartbreaker,(60-70)% increased Spell Damage,60,70
Heatshiver,(80-100)% increased Evasion Rating,80,100
Heatshiver,+(20-30)% to Cold Resistance,20,30
Heatshiver,+(20-30)% to Fire Resistance,20,30
Hegemony's Era,Adds (135-145) to (160-175) Physical Damage,148,160
Hegemony's Era,(12-16)% increased Attack Speed,12,16
Hegemony's Era,(10-20)% increased Critical Strike Chance,10,20
Heretic's Veil,(90-110)% increased Evasion and Energy Shield,90,110
Heretic's Veil,+(40-50) to maximum Energy Shield,40,50
Hezmana's Bloodlust,Adds (7-10) to (15-25) Physical Damage,11,18
Hezmana's Bloodlust,(100-125)% increased Physical Damage,100,125
Hiltless,Adds (90-115) to (230-260) Physical Damage,160,188
Hiltless,(40-50)% increased Critical Strike Chance,40,50
Hinekora's Sight,+(600-1000) to Evasion Rating,600,1000
Hinekora's Sight,+(10-16) to all Attributes,10,16
Hinekora's Sight,+(600-1000) to Accuracy Rating,600,1000
Hinekora's Sight,Prevent +(4-6)% of Suppressed Spell Damage,4,6
Honourhome,(10-20)% increased Rarity of Items found,10,20
Honourhome,(10-20)% reduced Mana Cost of Skills,10,20
Honourhome,(100-150)% increased Armour and Energy Shield,100,150
Hopeshredder,Adds (130-150) to (270-300) Cold Damage,200,225
